customer_id,city,signup_date,age,gender,total_trips,cancelled_trips,days_since_last_trip,churned,engagement_score,loyalty_score,persona,signup_channel,income_level
CUST00652,Amsterdam,2024-10-13,26,Other,29,0,9,0,1.0,0.781,Tourist,Referral,medium
CUST00653,London,2025-06-05,39,Female,50,2,23,0,1.0,0.912,Tourist,Referral,high
CUST00654,Amsterdam,2024-04-26,63,Other,49,7,0,0,1.0,0.906,Business,Partnership,medium
CUST00655,Barcelona,2024-09-24,50,Female,53,4,21,0,1.0,0.931,Business,Partnership,low
CUST00656,Milan,2023-04-01,28,Female,34,5,12,0,1.0,0.812,Commuter,Organic,medium
CUST00657,London,2025-10-09,54,Other,55,2,19,1,1.0,0.944,Business,Ads,high
CUST00658,Milan,2025-05-15,18,Male,36,1,119,1,1.0,0.825,Business,Ads,medium
CUST00659,London,2023-11-12,48,Female,20,2,27,0,1.0,0.725,Casual Rider,Ads,high
CUST00660,Berlin,2024-06-16,20,Other,74,7,10,0,1.0,1.0,Casual Rider,Ads,medium
CUST00661,Amsterdam,2025-06-26,33,Female,35,3,25,0,1.0,0.819,Tourist,Organic,medium
CUST00662,London,2023-07-17,54,Female,42,4,20,0,1.0,0.863,Business,Referral,high
CUST00663,Berlin,2024-03-01,32,Other,40,2,24,0,1.0,0.85,Business,Partnership,medium
CUST00664,London,2025-10-31,47,Female,80,11,35,0,1.0,1.0,Tourist,Organic,high
CUST00665,London,2023-07-08,53,Female,69,5,11,0,1.0,1.0,Business,Organic,high
CUST00666,Berlin,2025-03-05,36,Other,52,4,19,0,1.0,0.925,Tourist,Ads,medium
CUST00667,Barcelona,2024-01-27,41,Other,35,0,12,0,1.0,0.819,Casual Rider,Ads,low
CUST00668,Milan,2023-04-21,66,Male,21,3,47,0,0.969,0.713,Commuter,Referral,medium
CUST00669,Barcelona,2025-03-26,19,Male,45,2,35,0,1.0,0.881,Tourist,Referral,low
CUST00670,Amsterdam,2025-05-27,18,Other,45,8,13,0,1.0,0.881,Casual Rider,Organic,medium
CUST00671,London,2025-06-06,31,Other,68,3,1,1,1.0,1.0,Commuter,Partnership,high
CUST00672,Barcelona,2024-07-20,21,Male,35,0,5,0,1.0,0.819,Tourist,Referral,low
CUST00673,London,2025-03-16,32,Other,42,1,2,0,1.0,0.863,Casual Rider,Organic,high
CUST00674,Barcelona,2023-04-29,65,Male,37,1,35,0,1.0,0.831,Business,Ads,low
CUST00675,Barcelona,2025-06-10,22,Other,43,1,3,0,1.0,0.869,Business,Partnership,low
CUST00676,Berlin,2025-04-05,33,Female,40,1,36,0,1.0,0.85,Tourist,Organic,medium
CUST00677,Barcelona,2024-11-29,62,Other,40,5,3,0,1.0,0.85,Tourist,Organic,low
CUST00678,Barcelona,2024-10-03,35,Male,44,5,3,0,1.0,0.875,Business,Ads,low
CUST00679,Berlin,2023-03-09,67,Other,21,0,21,0,1.0,0.731,Business,Ads,medium
CUST00680,London,2025-03-07,28,Female,53,2,38,0,1.0,0.931,Casual Rider,Organic,high
CUST00681,Barcelona,2025-06-27,25,Other,28,2,28,0,1.0,0.775,Tourist,Ads,low
CUST00682,Barcelona,2024-08-14,37,Female,43,2,16,1,1.0,0.869,Tourist,Referral,low
CUST00683,London,2024-05-20,28,Other,61,9,10,0,1.0,0.981,Tourist,Referral,high
CUST00684,Berlin,2023-05-07,38,Male,46,3,40,1,1.0,0.887,Business,Ads,medium
CUST00685,Amsterdam,2023-06-06,43,Other,63,4,8,0,1.0,0.994,Business,Organic,medium
CUST00686,Amsterdam,2023-07-30,29,Male,38,6,4,0,1.0,0.837,Casual Rider,Partnership,medium
CUST00687,Milan,2024-09-10,65,Other,30,2,22,0,1.0,0.787,Commuter,Referral,medium
CUST00688,Barcelona,2023-08-19,24,Male,54,1,18,0,1.0,0.938,Business,Referral,low
CUST00689,London,2025-04-15,67,Male,35,1,4,0,1.0,0.819,Commuter,Ads,high
CUST00690,Barcelona,2025-05-23,41,Other,25,1,35,0,1.0,0.756,Business,Organic,low
CUST00691,London,2024-04-17,19,Male,58,5,41,0,1.0,0.962,Commuter,Partnership,high
CUST00692,Berlin,2023-09-09,23,Female,31,1,45,0,1.0,0.794,Business,Referral,medium
CUST00693,Barcelona,2023-09-22,21,Male,45,0,44,0,1.0,0.881,Casual Rider,Partnership,low
CUST00694,Barcelona,2024-10-22,19,Female,30,2,9,0,1.0,0.787,Casual Rider,Ads,low
CUST00695,Amsterdam,2023-12-20,31,Male,47,8,0,0,1.0,0.894,Tourist,Organic,medium
CUST00696,Barcelona,2024-03-07,27,Male,41,3,13,0,1.0,0.856,Commuter,Organic,low
CUST00697,Barcelona,2023-09-29,44,Other,35,2,12,1,1.0,0.819,Casual Rider,Referral,low
CUST00698,London,2023-08-23,35,Female,46,6,4,0,1.0,0.887,Commuter,Partnership,high
CUST00699,Berlin,2025-03-07,59,Other,66,3,15,1,1.0,1.0,Commuter,Referral,medium
CUST00700,Barcelona,2023-02-20,68,Other,43,0,0,0,1.0,0.869,Tourist,Partnership,low
CUST00701,Milan,2024-10-11,68,Female,71,11,3,0,1.0,1.0,Tourist,Organic,medium
CUST00702,Barcelona,2024-02-13,35,Male,31,3,7,0,1.0,0.794,Business,Organic,low
CUST00703,Milan,2023-12-20,32,Male,36,5,10,0,1.0,0.825,Tourist,Referral,medium
CUST00704,Barcelona,2023-10-21,51,Female,29,3,18,0,1.0,0.781,Commuter,Ads,low
CUST00705,London,2024-08-11,33,Other,67,0,0,0,1.0,1.0,Commuter,Organic,high
CUST00706,Milan,2022-12-27,68,Other,25,1,0,0,1.0,0.756,Business,Ads,medium
CUST00707,Milan,2024-03-20,42,Female,40,7,6,0,1.0,0.85,Commuter,Ads,medium
CUST00708,Berlin,2025-04-07,55,Female,59,8,47,0,1.0,0.969,Tourist,Referral,medium
CUST00709,Amsterdam,2024-05-31,54,Other,36,1,72,0,1.0,0.825,Commuter,Ads,medium
CUST00710,Barcelona,2024-11-07,52,Female,47,7,8,0,1.0,0.894,Commuter,Partnership,low
CUST00711,London,2025-10-28,23,Male,79,5,6,0,1.0,1.0,Commuter,Ads,high
CUST00712,London,2025-04-29,51,Female,65,0,2,0,1.0,1.0,Business,Organic,high
CUST00713,Milan,2023-06-07,30,Male,31,0,75,0,1.0,0.794,Tourist,Ads,medium
CUST00714,Amsterdam,2025-08-01,21,Male,39,4,30,0,1.0,0.844,Commuter,Ads,medium
CUST00715,London,2024-04-08,51,Female,28,4,37,0,1.0,0.775,Business,Organic,high
CUST00716,Barcelona,2025-05-27,55,Male,27,1,47,1,1.0,0.769,Tourist,Organic,low
CUST00717,Amsterdam,2023-06-09,26,Male,64,3,25,0,1.0,1.0,Casual Rider,Partnership,medium
CUST00718,Amsterdam,2024-11-02,29,Other,35,2,39,0,1.0,0.819,Tourist,Ads,medium
CUST00719,Milan,2024-03-30,29,Female,22,2,7,0,1.0,0.738,Tourist,Organic,medium
CUST00720,Berlin,2024-05-27,29,Other,27,0,2,1,1.0,0.769,Business,Partnership,medium
CUST00721,Milan,2023-10-28,20,Male,52,3,29,1,1.0,0.925,Tourist,Ads,medium
CUST00722,Milan,2023-06-13,24,Female,35,4,50,0,1.0,0.819,Commuter,Organic,medium
CUST00723,London,2023-06-06,33,Female,75,0,38,0,1.0,1.0,Tourist,Ads,high
CUST00724,London,2025-05-09,63,Other,36,0,86,0,1.0,0.825,Tourist,Partnership,high
CUST00725,London,2023-08-06,34,Male,94,9,29,0,1.0,1.0,Commuter,Referral,high
CUST00726,Amsterdam,2025-11-12,34,Male,30,0,18,1,1.0,0.787,Business,Referral,medium
CUST00727,Barcelona,2025-01-25,46,Other,38,4,90,1,1.0,0.837,Casual Rider,Ads,low
CUST00728,Barcelona,2025-05-05,49,Female,16,0,1,0,1.0,0.7,Tourist,Partnership,low
CUST00729,London,2023-06-26,48,Other,40,1,20,0,1.0,0.85,Commuter,Ads,high
CUST00730,Barcelona,2023-12-03,22,Male,50,6,14,0,1.0,0.912,Tourist,Referral,low
CUST00731,Amsterdam,2025-06-12,34,Male,36,5,8,0,1.0,0.825,Business,Organic,medium
CUST00732,Berlin,2024-08-25,42,Male,25,3,5,0,1.0,0.756,Business,Referral,medium
CUST00733,Amsterdam,2024-08-23,56,Other,6,0,10,0,1.0,0.637,Casual Rider,Referral,medium
CUST00734,Barcelona,2023-03-19,59,Male,40,3,0,0,1.0,0.85,Casual Rider,Ads,low
CUST00735,London,2023-02-25,24,Female,62,1,23,0,1.0,0.988,Commuter,Ads,high
CUST00736,Barcelona,2023-01-01,62,Other,34,2,2,1,1.0,0.812,Tourist,Organic,low
CUST00737,Amsterdam,2025-01-07,33,Male,44,5,1,0,1.0,0.875,Business,Partnership,medium
CUST00738,Milan,2023-06-21,53,Female,44,7,20,0,1.0,0.875,Commuter,Referral,medium
CUST00739,Amsterdam,2023-06-27,18,Female,37,0,9,0,1.0,0.831,Business,Organic,medium
CUST00740,Milan,2024-08-20,48,Male,27,2,4,0,1.0,0.769,Business,Referral,medium
CUST00741,Berlin,2025-04-25,28,Other,49,0,11,0,1.0,0.906,Tourist,Referral,medium
CUST00742,Barcelona,2025-06-18,25,Female,20,1,28,0,1.0,0.725,Casual Rider,Partnership,low
CUST00743,Barcelona,2025-04-27,60,Female,41,5,59,1,1.0,0.856,Business,Partnership,low
CUST00744,Berlin,2024-01-18,41,Female,29,3,16,0,1.0,0.781,Tourist,Ads,medium
CUST00745,Barcelona,2023-09-04,20,Female,57,6,38,1,1.0,0.956,Casual Rider,Partnership,low
CUST00746,Amsterdam,2024-12-23,32,Female,57,4,10,0,1.0,0.956,Business,Ads,medium
CUST00747,London,2025-06-17,23,Other,57,8,14,0,1.0,0.956,Tourist,Partnership,high
CUST00748,Milan,2023-10-05,32,Other,15,0,6,0,1.0,0.694,Business,Partnership,medium
CUST00749,Milan,2025-10-22,44,Other,40,7,11,0,1.0,0.85,Casual Rider,Ads,medium
CUST00750,Barcelona,2024-04-17,37,Male,49,7,11,0,1.0,0.906,Casual Rider,Referral,low
CUST00751,Milan,2024-11-03,54,Other,38,7,0,0,1.0,0.837,Commuter,Referral,medium
CUST00752,Barcelona,2024-12-15,29,Male,29,4,4,0,1.0,0.781,Commuter,Ads,low
CUST00753,Berlin,2023-07-28,20,Female,52,2,17,0,1.0,0.925,Business,Partnership,medium
CUST00754,Berlin,2025-06-07,58,Male,42,4,50,0,1.0,0.863,Tourist,Organic,medium
CUST00755,London,2023-04-25,23,Female,35,0,0,0,1.0,0.819,Casual Rider,Organic,high
CUST00756,Amsterdam,2023-07-27,51,Female,35,0,39,0,1.0,0.819,Business,Partnership,medium
CUST00757,London,2023-12-02,44,Male,44,1,44,0,1.0,0.875,Commuter,Referral,high
CUST00758,London,2025-07-05,54,Male,23,0,19,0,1.0,0.744,Tourist,Organic,high
CUST00759,Barcelona,2025-02-01,34,Female,53,2,0,0,1.0,0.931,Casual Rider,Partnership,low
CUST00760,London,2025-02-22,29,Female,55,2,27,1,1.0,0.944,Casual Rider,Ads,high
CUST00761,Milan,2023-07-03,56,Other,37,2,17,0,1.0,0.831,Casual Rider,Referral,medium
CUST00762,Barcelona,2023-12-10,39,Other,42,1,5,1,1.0,0.863,Commuter,Referral,low
CUST00763,Barcelona,2023-07-31,35,Female,43,0,13,0,1.0,0.869,Business,Organic,low
CUST00764,Amsterdam,2024-07-15,37,Female,5,0,11,0,1.0,0.631,Casual Rider,Referral,medium
CUST00765,Berlin,2025-04-23,26,Female,41,3,36,0,1.0,0.856,Casual Rider,Organic,medium
CUST00766,Amsterdam,2025-09-29,64,Female,36,2,11,0,1.0,0.825,Business,Ads,medium
CUST00767,Barcelona,2024-08-25,31,Female,30,0,10,0,1.0,0.787,Casual Rider,Organic,low
CUST00768,London,2023-06-01,50,Male,33,4,49,0,1.0,0.806,Business,Organic,high
CUST00769,Milan,2023-08-07,43,Male,40,3,6,0,1.0,0.85,Business,Ads,medium
CUST00770,Berlin,2025-09-17,30,Male,60,3,3,0,1.0,0.975,Commuter,Referral,medium
CUST00771,Barcelona,2023-03-31,21,Female,43,4,6,1,1.0,0.869,Commuter,Organic,low
CUST00772,Amsterdam,2024-04-29,47,Other,53,8,7,0,1.0,0.931,Casual Rider,Referral,medium
CUST00773,London,2025-08-07,33,Female,85,5,12,0,1.0,1.0,Casual Rider,Partnership,high
CUST00774,Berlin,2025-05-03,48,Other,41,5,25,0,1.0,0.856,Tourist,Organic,medium
CUST00775,Berlin,2024-03-13,34,Other,53,6,0,0,1.0,0.931,Business,Organic,medium
CUST00776,London,2025-05-10,42,Male,39,5,6,0,1.0,0.844,Commuter,Ads,high
CUST00777,Berlin,2025-08-01,59,Male,37,0,85,1,1.0,0.831,Commuter,Organic,medium
CUST00778,Barcelona,2023-06-01,50,Male,51,4,20,0,1.0,0.919,Business,Partnership,low
CUST00779,Berlin,2023-05-15,59,Male,30,1,7,0,1.0,0.787,Business,Ads,medium
CUST00780,Amsterdam,2023-01-25,56,Female,28,3,30,0,1.0,0.775,Tourist,Partnership,medium
CUST00781,Barcelona,2024-12-24,40,Female,46,0,20,0,1.0,0.887,Tourist,Ads,low
CUST00782,Barcelona,2025-03-29,37,Other,28,2,58,0,1.0,0.775,Casual Rider,Referral,low
CUST00783,London,2024-01-25,50,Other,75,0,1,0,1.0,1.0,Tourist,Organic,high
CUST00784,Amsterdam,2023-03-15,61,Male,28,2,4,0,1.0,0.775,Casual Rider,Referral,medium
CUST00785,Amsterdam,2025-06-07,35,Other,66,12,1,0,1.0,1.0,Tourist,Organic,medium
CUST00786,Amsterdam,2023-06-09,59,Other,42,0,2,0,1.0,0.863,Tourist,Ads,medium
CUST00787,Berlin,2024-07-06,51,Male,87,11,11,0,1.0,1.0,Business,Partnership,medium
CUST00788,Amsterdam,2023-12-08,61,Male,44,5,50,1,1.0,0.875,Business,Partnership,medium
CUST00789,Amsterdam,2025-01-26,34,Female,18,2,64,0,0.967,0.693,Casual Rider,Partnership,medium
CUST00790,London,2024-06-26,55,Other,40,4,22,0,1.0,0.85,Commuter,Organic,high
CUST00791,Berlin,2024-11-15,61,Other,36,3,8,0,1.0,0.825,Casual Rider,Organic,medium
CUST00792,Milan,2025-05-04,37,Male,24,0,39,0,1.0,0.75,Commuter,Organic,medium
CUST00793,London,2023-01-20,48,Male,48,0,11,0,1.0,0.9,Tourist,Ads,high
CUST00794,Amsterdam,2024-01-22,59,Male,30,1,0,0,1.0,0.787,Commuter,Organic,medium
CUST00795,Berlin,2024-04-02,65,Female,66,9,18,0,1.0,1.0,Casual Rider,Organic,medium
CUST00796,Amsterdam,2025-03-20,34,Other,14,1,10,0,1.0,0.688,Tourist,Partnership,medium
CUST00797,London,2025-07-15,48,Male,69,3,2,1,1.0,1.0,Business,Partnership,high
CUST00798,Berlin,2025-09-20,50,Male,67,8,119,1,1.0,1.0,Casual Rider,Organic,medium
CUST00799,Barcelona,2023-01-04,21,Male,9,0,8,0,1.0,0.656,Commuter,Ads,low
CUST00800,Amsterdam,2023-03-18,44,Other,27,0,22,0,1.0,0.769,Casual Rider,Ads,medium
CUST00801,Amsterdam,2025-04-10,63,Male,56,7,26,1,1.0,0.95,Business,Partnership,medium
CUST00802,Amsterdam,2023-08-28,58,Male,64,7,4,0,1.0,1.0,Tourist,Referral,medium
CUST00803,London,2025-07-09,46,Female,54,4,21,0,1.0,0.938,Commuter,Ads,high
CUST00804,Milan,2024-05-17,66,Male,32,3,17,0,1.0,0.8,Casual Rider,Referral,medium
CUST00805,Berlin,2023-12-09,57,Female,33,0,19,0,1.0,0.806,Casual Rider,Partnership,medium
CUST00806,Barcelona,2024-01-21,48,Female,50,0,15,0,1.0,0.912,Business,Referral,low
CUST00807,Milan,2023-08-01,30,Other,37,2,20,1,1.0,0.831,Tourist,Referral,medium
CUST00808,Amsterdam,2025-04-26,66,Other,62,4,22,0,1.0,0.988,Commuter,Referral,medium
CUST00809,London,2023-04-17,58,Other,64,7,17,1,1.0,1.0,Commuter,Ads,high
CUST00810,Amsterdam,2024-02-12,37,Male,29,3,11,0,1.0,0.781,Business,Partnership,medium
CUST00811,Milan,2025-02-24,55,Female,45,3,60,0,1.0,0.881,Commuter,Referral,medium
CUST00812,London,2023-12-23,37,Female,62,3,1,0,1.0,0.988,Casual Rider,Organic,high
CUST00813,Barcelona,2025-08-26,61,Male,38,0,23,0,1.0,0.837,Tourist,Partnership,low
CUST00814,Amsterdam,2025-07-06,66,Male,27,0,47,0,1.0,0.769,Commuter,Partnership,medium
CUST00815,London,2025-09-10,32,Male,27,3,12,0,1.0,0.769,Commuter,Ads,high
CUST00816,London,2023-04-26,55,Other,61,1,14,0,1.0,0.981,Commuter,Referral,high
CUST00817,Amsterdam,2023-04-14,63,Other,43,3,9,0,1.0,0.869,Business,Partnership,medium
CUST00818,Amsterdam,2025-04-24,67,Other,48,1,1,0,1.0,0.9,Business,Referral,medium
CUST00819,London,2025-10-16,59,Male,42,6,18,0,1.0,0.863,Business,Referral,high
CUST00820,Barcelona,2023-12-04,46,Female,28,2,52,0,1.0,0.775,Business,Organic,low
CUST00821,Barcelona,2024-12-31,62,Male,38,0,3,0,1.0,0.837,Commuter,Referral,low
CUST00822,Amsterdam,2025-06-22,44,Other,48,7,1,0,1.0,0.9,Business,Organic,medium
CUST00823,Milan,2023-08-29,56,Other,47,7,33,1,1.0,0.894,Commuter,Partnership,medium
CUST00824,London,2024-11-14,50,Other,62,6,60,0,1.0,0.988,Business,Organic,high
CUST00825,London,2023-12-15,68,Male,13,1,66,1,0.956,0.655,Casual Rider,Ads,high
CUST00826,Milan,2023-05-09,30,Female,26,2,22,0,1.0,0.762,Commuter,Organic,medium
CUST00827,Barcelona,2023-03-09,36,Male,33,3,51,0,1.0,0.806,Business,Partnership,low
CUST00828,Berlin,2024-07-19,62,Female,38,4,38,0,1.0,0.837,Tourist,Ads,medium
CUST00829,London,2024-05-15,18,Other,53,7,17,0,1.0,0.931,Business,Referral,high
CUST00830,Milan,2024-04-21,60,Female,37,3,69,0,1.0,0.831,Commuter,Referral,medium
CUST00831,Milan,2025-07-18,22,Other,46,2,21,0,1.0,0.887,Business,Organic,medium
CUST00832,Berlin,2025-10-05,47,Female,49,5,16,0,1.0,0.906,Tourist,Partnership,medium
CUST00833,London,2023-05-05,24,Male,44,0,12,0,1.0,0.875,Business,Organic,high
CUST00834,Amsterdam,2025-02-16,61,Female,35,0,11,0,1.0,0.819,Casual Rider,Referral,medium
CUST00835,London,2025-01-05,66,Male,34,2,40,0,1.0,0.812,Business,Ads,high
CUST00836,Berlin,2025-09-16,39,Female,70,9,17,0,1.0,1.0,Casual Rider,Organic,medium
CUST00837,London,2023-01-30,41,Female,86,1,0,0,1.0,1.0,Commuter,Referral,high
CUST00838,Barcelona,2024-09-03,43,Female,33,4,40,0,1.0,0.806,Tourist,Partnership,low
CUST00839,Barcelona,2025-07-03,44,Other,39,1,2,0,1.0,0.844,Commuter,Referral,low
CUST00840,Berlin,2025-07-23,62,Other,36,5,25,0,1.0,0.825,Business,Ads,medium
CUST00841,London,2024-06-05,44,Other,33,2,17,0,1.0,0.806,Casual Rider,Partnership,high
CUST00842,Berlin,2023-10-21,57,Female,63,3,14,0,1.0,0.994,Tourist,Referral,medium
CUST00843,Berlin,2023-05-10,48,Female,66,3,4,0,1.0,1.0,Business,Partnership,medium
CUST00844,Barcelona,2024-03-08,20,Male,55,2,10,0,1.0,0.944,Tourist,Organic,low
CUST00845,London,2024-02-29,63,Other,65,1,35,0,1.0,1.0,Commuter,Organic,high
CUST00846,Milan,2024-05-26,51,Other,41,0,7,0,1.0,0.856,Business,Partnership,medium
CUST00847,Berlin,2024-06-17,48,Female,46,6,6,1,1.0,0.887,Casual Rider,Ads,medium
CUST00848,Milan,2024-02-19,57,Male,28,2,84,1,1.0,0.775,Business,Ads,medium
CUST00849,Milan,2023-10-17,48,Female,19,1,28,0,1.0,0.719,Commuter,Referral,medium
CUST00850,Barcelona,2025-07-09,38,Male,42,5,1,0,1.0,0.863,Tourist,Organic,low
CUST00851,London,2025-10-01,50,Male,62,4,17,0,1.0,0.988,Casual Rider,Partnership,high
CUST00852,Berlin,2023-08-26,23,Female,33,0,3,1,1.0,0.806,Casual Rider,Partnership,medium
CUST00853,London,2024-04-08,49,Female,81,12,104,0,1.0,1.0,Tourist,Referral,high
CUST00854,Barcelona,2024-10-17,65,Other,35,2,9,0,1.0,0.819,Business,Referral,low
CUST00855,Barcelona,2025-07-27,44,Male,61,1,14,0,1.0,0.981,Business,Referral,low
CUST00856,Milan,2024-09-07,57,Other,39,0,9,0,1.0,0.844,Tourist,Ads,medium
CUST00857,Barcelona,2024-08-02,39,Female,28,1,26,1,1.0,0.775,Business,Ads,low
CUST00858,Barcelona,2025-10-25,39,Other,45,3,3,0,1.0,0.881,Casual Rider,Organic,low
CUST00859,Barcelona,2023-11-01,25,Male,54,5,15,0,1.0,0.938,Commuter,Referral,low
CUST00860,Amsterdam,2025-01-04,40,Other,18,2,0,1,1.0,0.713,Tourist,Organic,medium
CUST00861,London,2025-06-17,20,Male,54,1,14,0,1.0,0.938,Casual Rider,Ads,high
CUST00862,Barcelona,2024-05-30,24,Female,13,1,49,0,0.961,0.658,Commuter,Ads,low
CUST00863,London,2023-07-28,43,Male,74,10,18,0,1.0,1.0,Casual Rider,Ads,high
CUST00864,Amsterdam,2024-03-09,24,Female,38,5,53,0,1.0,0.837,Business,Referral,medium
CUST00865,Barcelona,2025-11-15,47,Other,52,2,4,0,1.0,0.925,Commuter,Partnership,low
CUST00866,London,2025-06-07,51,Other,90,6,21,0,1.0,1.0,Business,Partnership,high
CUST00867,Milan,2025-03-28,48,Other,46,1,16,0,1.0,0.887,Commuter,Ads,medium
CUST00868,Berlin,2023-02-21,24,Female,64,0,23,1,1.0,1.0,Tourist,Partnership,medium
CUST00869,Barcelona,2025-06-08,56,Other,33,4,0,0,1.0,0.806,Commuter,Organic,low
CUST00870,Barcelona,2023-04-08,39,Female,64,6,25,1,1.0,1.0,Casual Rider,Ads,low
CUST00871,Berlin,2023-12-27,44,Other,26,2,7,0,1.0,0.762,Tourist,Organic,medium
CUST00872,Milan,2023-10-01,58,Male,36,1,5,0,1.0,0.825,Commuter,Ads,medium
CUST00873,Milan,2025-01-26,63,Female,30,3,24,0,1.0,0.787,Tourist,Ads,medium
CUST00874,Berlin,2025-10-23,50,Other,36,2,5,0,1.0,0.825,Tourist,Referral,medium
CUST00875,Amsterdam,2025-01-18,53,Female,55,9,7,0,1.0,0.944,Casual Rider,Organic,medium
CUST00876,Barcelona,2023-10-15,18,Other,26,2,28,0,1.0,0.762,Business,Referral,low
CUST00877,Barcelona,2024-04-07,27,Male,34,2,8,0,1.0,0.812,Business,Ads,low
CUST00878,Amsterdam,2025-06-01,66,Male,31,2,6,0,1.0,0.794,Tourist,Organic,medium
CUST00879,Berlin,2023-01-08,21,Other,57,7,10,1,1.0,0.956,Tourist,Ads,medium
CUST00880,Milan,2025-10-01,20,Female,29,5,10,0,1.0,0.781,Casual Rider,Referral,medium
CUST00881,Milan,2023-10-07,61,Other,36,3,2,0,1.0,0.825,Commuter,Partnership,medium
CUST00882,Berlin,2023-12-31,50,Other,50,2,43,1,1.0,0.912,Tourist,Referral,medium
CUST00883,Barcelona,2025-06-23,42,Female,40,0,25,0,1.0,0.85,Tourist,Referral,low
CUST00884,London,2023-04-24,65,Female,55,6,15,0,1.0,0.944,Commuter,Partnership,high
CUST00885,Berlin,2024-08-05,58,Other,17,2,43,1,0.961,0.683,Tourist,Ads,medium
CUST00886,Berlin,2024-12-11,36,Female,63,7,36,0,1.0,0.994,Commuter,Referral,medium
CUST00887,Berlin,2025-01-26,29,Other,29,3,3,0,1.0,0.781,Business,Partnership,medium
CUST00888,London,2024-04-04,45,Female,36,5,4,0,1.0,0.825,Tourist,Ads,high
CUST00889,Berlin,2024-06-01,55,Female,58,4,41,0,1.0,0.962,Business,Organic,medium
CUST00890,Barcelona,2025-10-02,63,Male,40,1,28,0,1.0,0.85,Business,Ads,low
CUST00891,Amsterdam,2025-06-11,56,Male,57,4,38,1,1.0,0.956,Tourist,Partnership,medium
CUST00892,Milan,2025-04-28,53,Female,45,3,46,0,1.0,0.881,Business,Organic,medium
CUST00893,Milan,2023-12-08,32,Male,43,3,47,1,1.0,0.869,Business,Ads,medium
CUST00894,Barcelona,2024-10-16,52,Other,50,2,6,0,1.0,0.912,Casual Rider,Referral,low
CUST00895,Amsterdam,2024-07-08,32,Male,60,8,10,0,1.0,0.975,Tourist,Organic,medium
CUST00896,Amsterdam,2025-10-07,36,Male,47,3,9,0,1.0,0.894,Casual Rider,Referral,medium
CUST00897,London,2023-05-28,60,Female,55,4,46,0,1.0,0.944,Casual Rider,Ads,high
CUST00898,Milan,2024-08-06,57,Male,31,4,19,0,1.0,0.794,Business,Organic,medium
CUST00899,Barcelona,2025-01-10,68,Male,36,4,4,0,1.0,0.825,Casual Rider,Organic,low
CUST00900,Milan,2023-11-25,64,Female,21,1,30,0,1.0,0.731,Business,Organic,medium
CUST00901,Milan,2023-12-10,50,Female,10,1,120,1,0.902,0.604,Casual Rider,Referral,medium
CUST00902,Amsterdam,2023-01-19,59,Male,36,1,11,0,1.0,0.825,Tourist,Referral,medium
CUST00903,London,2023-04-01,28,Other,52,8,40,0,1.0,0.925,Business,Referral,high
CUST00904,Berlin,2024-03-14,60,Other,51,3,2,0,1.0,0.919,Commuter,Partnership,medium
CUST00905,London,2023-12-07,31,Other,57,3,21,0,1.0,0.956,Casual Rider,Referral,high
CUST00906,Berlin,2025-06-27,19,Female,64,3,12,0,1.0,1.0,Tourist,Referral,medium
CUST00907,London,2023-05-29,22,Male,47,6,44,0,1.0,0.894,Commuter,Organic,high
CUST00908,Milan,2023-06-02,22,Other,35,3,95,0,1.0,0.819,Commuter,Organic,medium
CUST00909,Barcelona,2023-02-08,42,Female,37,3,106,0,1.0,0.831,Casual Rider,Partnership,low
CUST00910,Amsterdam,2025-07-11,19,Female,29,0,11,0,1.0,0.781,Business,Referral,medium
CUST00911,Milan,2023-07-22,22,Other,45,3,38,0,1.0,0.881,Business,Referral,medium
CUST00912,Amsterdam,2025-10-20,50,Male,32,0,4,0,1.0,0.8,Tourist,Organic,medium
CUST00913,Milan,2025-05-04,23,Female,25,2,10,1,1.0,0.756,Casual Rider,Partnership,medium
CUST00914,Barcelona,2025-06-18,60,Male,14,0,67,0,1.0,0.688,Casual Rider,Ads,low
CUST00915,Milan,2023-05-02,32,Male,32,1,8,0,1.0,0.8,Casual Rider,Organic,medium
CUST00916,Berlin,2024-11-07,37,Other,51,0,1,0,1.0,0.919,Tourist,Referral,medium
CUST00917,Milan,2023-01-03,53,Male,24,3,17,1,1.0,0.75,Business,Referral,medium
CUST00918,London,2025-10-15,54,Other,64,1,42,0,1.0,1.0,Casual Rider,Referral,high
CUST00919,Amsterdam,2024-03-07,31,Other,36,5,60,1,1.0,0.825,Tourist,Ads,medium
CUST00920,Barcelona,2025-04-26,59,Other,36,1,7,0,1.0,0.825,Commuter,Ads,low
CUST00921,Berlin,2024-12-13,32,Other,49,4,3,0,1.0,0.906,Tourist,Ads,medium
CUST00922,London,2025-10-27,29,Other,55,7,29,0,1.0,0.944,Business,Partnership,high
CUST00923,Milan,2022-12-29,22,Female,13,1,2,0,1.0,0.681,Business,Organic,medium
CUST00924,London,2023-08-01,30,Other,48,1,10,0,1.0,0.9,Casual Rider,Organic,high
CUST00925,Amsterdam,2025-07-31,26,Other,40,5,2,0,1.0,0.85,Commuter,Referral,medium
CUST00926,Amsterdam,2025-02-10,57,Male,33,3,4,0,1.0,0.806,Commuter,Organic,medium
CUST00927,Barcelona,2023-05-09,46,Female,51,7,48,1,1.0,0.919,Tourist,Ads,low
