trip_id,customer_id,promo_id,redeemed_date,promo_cost
TRIP0002915,CUST00072,PROMO0026,2026-06-20,10.67
TRIP0007372,CUST00176,PROMO0001,2025-02-05,4.46
TRIP0044677,CUST01055,PROMO0033,2025-09-04,31.0
TRIP0086601,CUST02054,PROMO0017,2025-08-25,19.04
TRIP0118970,CUST02803,PROMO0011,2026-09-26,6.42
TRIP0116578,CUST02752,PROMO0036,2025-08-17,6.62
TRIP0105852,CUST02498,PROMO0031,2025-02-10,21.31
TRIP0027647,CUST00655,PROMO0027,2026-06-06,14.07
TRIP0064415,CUST01531,PROMO0026,2024-12-12,10.6
TRIP0069274,CUST01648,PROMO0033,2026-09-13,30.61
TRIP0006025,CUST00147,PROMO0032,2024-07-11,17.72
TRIP0028380,CUST00671,PROMO0008,2026-11-25,20.37
TRIP0082452,CUST01954,PROMO0002,2027-06-06,23.95
TRIP0070507,CUST01678,PROMO0033,2024-02-21,26.67
TRIP0009870,CUST00232,PROMO0023,2025-10-01,5.45
TRIP0002836,CUST00070,PROMO0008,2026-12-01,14.11
TRIP0095216,CUST02250,PROMO0038,2023-09-24,9.45
TRIP0083677,CUST01984,PROMO0005,2026-05-27,21.18
TRIP0081872,CUST01940,PROMO0028,2027-10-23,13.07
TRIP0063323,CUST01503,PROMO0007,2024-06-03,12.63
TRIP0088163,CUST02090,PROMO0034,2023-07-13,10.75
TRIP0027296,CUST00647,PROMO0010,2025-04-05,16.84
TRIP0099626,CUST02353,PROMO0005,2026-12-20,11.9
TRIP0014652,CUST00343,PROMO0036,2026-12-14,12.35
TRIP0096880,CUST02289,PROMO0028,2025-07-17,14.31
TRIP0044471,CUST01051,PROMO0038,2025-09-15,7.27
TRIP0047616,CUST01125,PROMO0029,2026-12-20,11.1
TRIP0057122,CUST01352,PROMO0011,2027-11-27,10.98
TRIP0122486,CUST02880,PROMO0034,2026-09-07,15.52
TRIP0044726,CUST01056,PROMO0018,2026-02-03,11.96
TRIP0020714,CUST00490,PROMO0009,2024-03-17,10.2
TRIP0115216,CUST02716,PROMO0014,2023-12-27,4.73
TRIP0032742,CUST00775,PROMO0014,2026-04-11,6.01
TRIP0062035,CUST01471,PROMO0026,2026-09-07,5.38
TRIP0009375,CUST00222,PROMO0024,2026-03-06,4.81
TRIP0108101,CUST02551,PROMO0016,2026-04-11,16.95
TRIP0000918,CUST00023,PROMO0012,2025-11-18,21.12
TRIP0093444,CUST02208,PROMO0002,2027-05-05,20.51
TRIP0124339,CUST02924,PROMO0024,2024-05-16,4.57
TRIP0044770,CUST01057,PROMO0030,2023-10-30,9.65
TRIP0112990,CUST02666,PROMO0033,2024-12-15,15.05
TRIP0013394,CUST00317,PROMO0010,2025-12-02,15.83
TRIP0024761,CUST00588,PROMO0006,2024-06-02,13.61
TRIP0068718,CUST01635,PROMO0009,2024-02-09,8.51
TRIP0085658,CUST02032,PROMO0023,2023-12-29,8.66
TRIP0067141,CUST01598,PROMO0033,2027-04-21,17.64
TRIP0095817,CUST02264,PROMO0035,2027-03-31,17.9
TRIP0030658,CUST00723,PROMO0007,2025-09-17,15.28
TRIP0051471,CUST01214,PROMO0027,2023-12-17,18.52
TRIP0101214,CUST02389,PROMO0038,2027-08-27,6.98
TRIP0079896,CUST01896,PROMO0009,2026-03-25,6.23
TRIP0033242,CUST00786,PROMO0001,2024-12-31,7.09
TRIP0111737,CUST02637,PROMO0003,2026-04-30,27.31
TRIP0098579,CUST02326,PROMO0022,2026-10-30,12.53
TRIP0002359,CUST00060,PROMO0034,2024-10-24,10.49
TRIP0099967,CUST02360,PROMO0036,2025-05-04,8.88
TRIP0006512,CUST00156,PROMO0021,2024-10-11,10.68
TRIP0095131,CUST02248,PROMO0012,2028-04-05,12.07
TRIP0021109,CUST00499,PROMO0015,2026-09-12,10.88
TRIP0098208,CUST02318,PROMO0019,2026-06-04,18.68
TRIP0081317,CUST01926,PROMO0016,2024-07-20,13.31
TRIP0041202,CUST00972,PROMO0034,2026-01-08,19.28
TRIP0113046,CUST02668,PROMO0001,2025-10-23,4.74
TRIP0021785,CUST00517,PROMO0022,2023-09-15,11.91
TRIP0074082,CUST01762,PROMO0017,2026-01-24,20.72
TRIP0038503,CUST00906,PROMO0039,2025-09-14,13.54
TRIP0027447,CUST00650,PROMO0016,2027-01-29,18.51
TRIP0103396,CUST02440,PROMO0034,2025-09-15,15.55
TRIP0047182,CUST01113,PROMO0006,2025-06-05,20.37
TRIP0024467,CUST00580,PROMO0019,2027-04-06,22.7
TRIP0035392,CUST00836,PROMO0006,2025-12-09,24.05
TRIP0018531,CUST00435,PROMO0027,2024-11-03,12.2
TRIP0000277,CUST00006,PROMO0023,2024-10-22,5.34
TRIP0069457,CUST01653,PROMO0024,2025-06-25,5.34
TRIP0021246,CUST00504,PROMO0035,2026-02-22,28.67
TRIP0110028,CUST02596,PROMO0027,2025-05-29,12.9
TRIP0057980,CUST01371,PROMO0024,2023-12-24,5.49
TRIP0044832,CUST01059,PROMO0033,2025-05-17,20.26
TRIP0119840,CUST02823,PROMO0015,2027-09-08,12.0
TRIP0097314,CUST02299,PROMO0006,2024-09-17,21.04
TRIP0103349,CUST02439,PROMO0003,2028-01-14,12.66
TRIP0041796,CUST00987,PROMO0009,2026-01-23,9.22
TRIP0041366,CUST00977,PROMO0020,2025-12-10,6.33
TRIP0003290,CUST00079,PROMO0001,2024-09-16,6.62
TRIP0007775,CUST00186,PROMO0009,2027-01-14,8.28
TRIP0064128,CUST01524,PROMO0024,2025-10-25,6.59
TRIP0069340,CUST01649,PROMO0029,2026-01-12,19.95
TRIP0115203,CUST02716,PROMO0032,2025-08-07,25.05
TRIP0015253,CUST00357,PROMO0000,2024-04-22,5.73
TRIP0073684,CUST01753,PROMO0035,2026-02-24,20.31
TRIP0087786,CUST02081,PROMO0014,2025-06-24,7.88
TRIP0046363,CUST01095,PROMO0020,2023-07-26,5.77
TRIP0098885,CUST02334,PROMO0036,2023-06-25,12.1
TRIP0035990,CUST00848,PROMO0027,2025-04-22,18.94
TRIP0023030,CUST00542,PROMO0008,2025-08-25,18.72
TRIP0114504,CUST02701,PROMO0028,2024-10-27,15.51
TRIP0092149,CUST02178,PROMO0001,2026-03-29,6.77
TRIP0011858,CUST00277,PROMO0019,2023-09-24,12.46
TRIP0014190,CUST00335,PROMO0006,2024-03-30,27.38
TRIP0078656,CUST01868,PROMO0014,2026-08-10,6.6
TRIP0011536,CUST00270,PROMO0011,2025-06-02,7.52
TRIP0081401,CUST01929,PROMO0032,2025-06-25,15.42
TRIP0044704,CUST01056,PROMO0001,2026-03-16,6.44
TRIP0121278,CUST02857,PROMO0019,2026-12-15,22.65
TRIP0006203,CUST00151,PROMO0034,2026-12-26,11.28
TRIP0012870,CUST00303,PROMO0006,2024-10-14,19.58
TRIP0086588,CUST02054,PROMO0001,2024-05-24,6.67
TRIP0005260,CUST00128,PROMO0006,2027-07-29,25.89
TRIP0111215,CUST02624,PROMO0004,2025-06-25,7.63
TRIP0015030,CUST00352,PROMO0028,2024-10-20,12.79
TRIP0068135,CUST01621,PROMO0020,2024-09-22,4.42
TRIP0047090,CUST01111,PROMO0023,2023-10-21,5.69
TRIP0077113,CUST01834,PROMO0037,2025-04-19,20.66
TRIP0102391,CUST02417,PROMO0033,2024-04-12,16.95
TRIP0070316,CUST01673,PROMO0020,2024-09-21,8.7
TRIP0060790,CUST01444,PROMO0014,2027-10-04,6.85
TRIP0112476,CUST02653,PROMO0000,2024-07-10,7.52
TRIP0072160,CUST01717,PROMO0006,2025-03-12,26.5
TRIP0054068,CUST01274,PROMO0009,2025-06-29,9.16
TRIP0043084,CUST01017,PROMO0002,2025-07-26,30.02
TRIP0065457,CUST01558,PROMO0039,2024-12-20,19.79
TRIP0091150,CUST02155,PROMO0014,2026-09-03,6.06
TRIP0119927,CUST02825,PROMO0010,2025-12-30,11.81
TRIP0011724,CUST00274,PROMO0001,2025-05-09,6.2
TRIP0059904,CUST01423,PROMO0026,2026-07-03,7.5
TRIP0087572,CUST02076,PROMO0014,2023-09-29,6.21
TRIP0065836,CUST01569,PROMO0010,2025-04-24,16.76
TRIP0066810,CUST01590,PROMO0018,2025-07-19,10.49
TRIP0042334,CUST00999,PROMO0018,2025-07-12,10.94
TRIP0093404,CUST02207,PROMO0034,2025-04-28,10.61
TRIP0125094,CUST02941,PROMO0027,2025-06-06,19.92
TRIP0052476,CUST01235,PROMO0001,2027-10-31,5.18
TRIP0071301,CUST01694,PROMO0015,2025-02-15,15.51
TRIP0044599,CUST01054,PROMO0039,2024-01-21,11.47
TRIP0028707,CUST00679,PROMO0031,2024-07-02,17.22
TRIP0118189,CUST02787,PROMO0014,2026-07-14,6.9
TRIP0095009,CUST02245,PROMO0007,2024-09-21,11.31
TRIP0117147,CUST02764,PROMO0000,2026-08-31,7.07
TRIP0031817,CUST00753,PROMO0000,2024-11-17,7.53
TRIP0009027,CUST00213,PROMO0039,2025-12-30,13.63
TRIP0022580,CUST00532,PROMO0035,2024-07-05,15.34
TRIP0092250,CUST02181,PROMO0019,2027-03-06,19.85
TRIP0057856,CUST01369,PROMO0007,2025-03-29,15.9
TRIP0047998,CUST01135,PROMO0022,2024-05-21,13.44
TRIP0089300,CUST02113,PROMO0004,2027-02-17,12.34
TRIP0051508,CUST01215,PROMO0001,2026-04-28,9.4
TRIP0115327,CUST02719,PROMO0021,2024-01-24,5.7
TRIP0118613,CUST02797,PROMO0017,2026-09-26,16.83
TRIP0022708,CUST00535,PROMO0029,2024-08-26,21.81
TRIP0041792,CUST00987,PROMO0010,2027-07-24,15.42
TRIP0090056,CUST02130,PROMO0004,2025-06-24,16.39
TRIP0056255,CUST01333,PROMO0039,2024-08-13,18.86
TRIP0057344,CUST01357,PROMO0019,2024-08-10,10.71
TRIP0009307,CUST00220,PROMO0002,2025-04-25,32.73
TRIP0001013,CUST00026,PROMO0034,2026-03-26,17.77
TRIP0066851,CUST01591,PROMO0023,2027-04-03,4.7
TRIP0029750,CUST00703,PROMO0017,2024-04-18,16.51
TRIP0070666,CUST01680,PROMO0015,2027-04-05,15.94
TRIP0089062,CUST02108,PROMO0028,2024-12-17,10.92
TRIP0070819,CUST01683,PROMO0031,2024-11-05,16.13
TRIP0067484,CUST01607,PROMO0009,2024-05-16,9.17
TRIP0028939,CUST00684,PROMO0003,2024-08-02,26.1
TRIP0036787,CUST00866,PROMO0013,2026-09-18,3.08
TRIP0085449,CUST02027,PROMO0013,2025-02-07,4.09
TRIP0048155,CUST01138,PROMO0020,2025-03-20,5.57
TRIP0048626,CUST01148,PROMO0023,2026-11-30,7.54
TRIP0050676,CUST01196,PROMO0016,2024-12-21,24.53
TRIP0009940,CUST00232,PROMO0039,2026-05-20,11.78
TRIP0006674,CUST00161,PROMO0010,2024-04-08,17.4
TRIP0106683,CUST02517,PROMO0028,2027-10-16,12.74
TRIP0077552,CUST01843,PROMO0032,2025-10-11,24.94
TRIP0123834,CUST02911,PROMO0026,2025-09-29,5.04
TRIP0126632,CUST02978,PROMO0021,2023-08-14,7.45
TRIP0050966,CUST01204,PROMO0015,2026-09-10,17.87
TRIP0060147,CUST01428,PROMO0020,2025-01-22,5.56
TRIP0054632,CUST01288,PROMO0020,2024-08-01,8.96
TRIP0101245,CUST02390,PROMO0011,2027-06-05,10.04
TRIP0025459,CUST00604,PROMO0036,2024-01-29,12.79
TRIP0030262,CUST00714,PROMO0003,2026-05-15,20.97
TRIP0012330,CUST00289,PROMO0002,2024-09-08,30.08
TRIP0068775,CUST01636,PROMO0022,2025-05-19,7.24
TRIP0019992,CUST00471,PROMO0033,2024-11-16,19.38
TRIP0084595,CUST02005,PROMO0025,2025-10-23,13.61
TRIP0022743,CUST00536,PROMO0033,2027-07-22,18.42
TRIP0012260,CUST00287,PROMO0015,2027-07-12,18.73
TRIP0046544,CUST01099,PROMO0015,2027-04-21,10.62
TRIP0025800,CUST00613,PROMO0032,2025-12-16,16.8
TRIP0086850,CUST02060,PROMO0023,2025-12-17,5.32
TRIP0002488,CUST00062,PROMO0034,2025-12-21,16.0
TRIP0022756,CUST00536,PROMO0008,2026-10-31,15.17
TRIP0086531,CUST02053,PROMO0021,2027-02-08,10.7
TRIP0085356,CUST02025,PROMO0039,2026-08-03,17.17
TRIP0024706,CUST00587,PROMO0031,2026-03-12,22.95
TRIP0014123,CUST00334,PROMO0004,2024-11-15,11.64
TRIP0049679,CUST01173,PROMO0015,2025-12-23,17.49
TRIP0046726,CUST01104,PROMO0029,2025-03-09,16.39
TRIP0114428,CUST02699,PROMO0020,2026-01-17,8.82
TRIP0068966,CUST01639,PROMO0033,2027-08-24,15.89
TRIP0025548,CUST00606,PROMO0015,2025-09-09,16.65
TRIP0058336,CUST01380,PROMO0028,2026-02-22,7.78
TRIP0094778,CUST02240,PROMO0029,2026-10-22,17.94
TRIP0082718,CUST01962,PROMO0027,2024-05-10,20.84
TRIP0074974,CUST01782,PROMO0027,2025-09-27,23.14
TRIP0035404,CUST00836,PROMO0032,2026-02-23,16.89
TRIP0005798,CUST00141,PROMO0038,2026-04-22,10.41
TRIP0076596,CUST01820,PROMO0026,2024-08-24,6.85
TRIP0109508,CUST02582,PROMO0005,2026-10-18,13.93
TRIP0017083,CUST00404,PROMO0032,2024-03-04,25.26
TRIP0087425,CUST02073,PROMO0005,2025-05-07,13.08
TRIP0040590,CUST00958,PROMO0017,2025-12-02,22.9
TRIP0014643,CUST00343,PROMO0010,2027-01-15,13.76
TRIP0004231,CUST00102,PROMO0001,2024-07-29,6.14
TRIP0097690,CUST02306,PROMO0019,2023-12-17,16.17
TRIP0036411,CUST00858,PROMO0029,2028-01-06,18.01
TRIP0117833,CUST02779,PROMO0015,2023-08-02,13.97
TRIP0083872,CUST01988,PROMO0006,2025-06-18,28.27
TRIP0076336,CUST01814,PROMO0025,2027-04-09,21.32
TRIP0106055,CUST02503,PROMO0012,2026-08-21,18.02
TRIP0103256,CUST02437,PROMO0014,2026-01-11,9.64
TRIP0050898,CUST01202,PROMO0000,2024-07-10,7.71
TRIP0022857,CUST00538,PROMO0032,2024-09-16,14.88
TRIP0020806,CUST00492,PROMO0010,2023-02-08,14.24
TRIP0016400,CUST00387,PROMO0026,2024-06-01,6.33
TRIP0115975,CUST02735,PROMO0014,2024-07-13,5.72
TRIP0118114,CUST02786,PROMO0028,2025-07-05,10.93
TRIP0058752,CUST01392,PROMO0032,2026-01-27,15.64
TRIP0111190,CUST02624,PROMO0029,2025-07-07,15.05
TRIP0086330,CUST02048,PROMO0023,2023-02-24,7.48
TRIP0123803,CUST02911,PROMO0026,2025-11-21,9.95
TRIP0070760,CUST01682,PROMO0030,2024-04-02,9.57
TRIP0092127,CUST02178,PROMO0014,2026-08-18,8.43
TRIP0029831,CUST00705,PROMO0034,2027-01-08,19.0
TRIP0096407,CUST02276,PROMO0024,2026-08-03,6.26
TRIP0025763,CUST00612,PROMO0016,2026-02-08,20.32
TRIP0115693,CUST02728,PROMO0037,2025-04-01,20.42
TRIP0090542,CUST02142,PROMO0008,2025-07-29,10.53
TRIP0116288,CUST02742,PROMO0034,2024-03-30,11.06
TRIP0034619,CUST00818,PROMO0001,2025-05-04,5.1
TRIP0061811,CUST01467,PROMO0027,2026-11-25,25.01
TRIP0064501,CUST01534,PROMO0014,2025-07-28,7.27
TRIP0004777,CUST00116,PROMO0021,2024-05-31,6.92
TRIP0069802,CUST01660,PROMO0032,2026-06-13,26.21
TRIP0074434,CUST01770,PROMO0013,2024-10-11,3.11
TRIP0036276,CUST00855,PROMO0007,2027-07-10,11.71
TRIP0023389,CUST00551,PROMO0014,2026-04-29,7.53
TRIP0023951,CUST00567,PROMO0015,2025-03-02,10.33
TRIP0110345,CUST02604,PROMO0030,2025-10-04,12.85
TRIP0119068,CUST02806,PROMO0036,2026-05-25,10.49
TRIP0005935,CUST00144,PROMO0019,2025-01-31,11.35
TRIP0118819,CUST02801,PROMO0010,2025-11-10,10.71
TRIP0000617,CUST00015,PROMO0028,2027-12-31,13.31
TRIP0005207,CUST00126,PROMO0029,2025-06-03,22.05
TRIP0022660,CUST00534,PROMO0024,2026-06-08,7.58
TRIP0105935,CUST02500,PROMO0036,2023-11-27,12.13
TRIP0092588,CUST02189,PROMO0031,2023-09-05,12.91
TRIP0025390,CUST00603,PROMO0025,2023-12-03,13.91
TRIP0118269,CUST02789,PROMO0000,2025-04-18,5.71
TRIP0122468,CUST02880,PROMO0039,2025-11-25,12.16
TRIP0001029,CUST00027,PROMO0007,2023-09-17,12.08
TRIP0037237,CUST00876,PROMO0029,2024-09-06,20.92
TRIP0044086,CUST01041,PROMO0004,2025-12-20,10.27
TRIP0109517,CUST02583,PROMO0029,2025-09-09,21.96
TRIP0042910,CUST01013,PROMO0000,2024-02-11,6.58
TRIP0010519,CUST00247,PROMO0002,2026-05-04,27.92
TRIP0004027,CUST00096,PROMO0005,2026-09-28,19.7
TRIP0043176,CUST01019,PROMO0032,2024-05-29,18.36
TRIP0105199,CUST02480,PROMO0013,2026-12-24,5.55
TRIP0126065,CUST02963,PROMO0028,2026-09-28,8.87
TRIP0062461,CUST01481,PROMO0022,2026-05-04,11.77
TRIP0040329,CUST00953,PROMO0007,2027-09-03,15.08
TRIP0024044,CUST00570,PROMO0037,2025-07-01,14.71
TRIP0052039,CUST01226,PROMO0005,2024-11-17,11.22
TRIP0025600,CUST00607,PROMO0023,2026-01-29,6.52
TRIP0094177,CUST02224,PROMO0005,2023-10-09,16.48
TRIP0094750,CUST02239,PROMO0026,2028-02-07,6.27
TRIP0007900,CUST00187,PROMO0028,2026-07-18,13.99
TRIP0008362,CUST00198,PROMO0029,2024-03-24,10.37
TRIP0052012,CUST01226,PROMO0028,2025-02-14,7.34
TRIP0126545,CUST02976,PROMO0003,2025-02-12,16.28
TRIP0085240,CUST02021,PROMO0014,2025-12-03,4.56
TRIP0126504,CUST02975,PROMO0002,2027-03-17,19.52
TRIP0120959,CUST02851,PROMO0008,2027-06-27,16.96
TRIP0050139,CUST01184,PROMO0023,2024-01-05,6.7
TRIP0048502,CUST01145,PROMO0029,2026-10-19,20.3
TRIP0062495,CUST01482,PROMO0011,2025-10-20,9.28
TRIP0039346,CUST00928,PROMO0038,2026-08-29,9.83
TRIP0048182,CUST01139,PROMO0022,2027-11-13,7.43
TRIP0065269,CUST01553,PROMO0023,2024-06-07,6.79
TRIP0038706,CUST00911,PROMO0029,2024-01-13,17.8
TRIP0061203,CUST01454,PROMO0031,2025-05-09,15.15
TRIP0051291,CUST01211,PROMO0015,2026-09-13,9.21
TRIP0107040,CUST02526,PROMO0000,2024-08-27,5.91
TRIP0119430,CUST02814,PROMO0004,2024-10-07,14.91
TRIP0079343,CUST01883,PROMO0021,2023-12-13,8.76
TRIP0121014,CUST02852,PROMO0021,2023-05-17,9.43
TRIP0033153,CUST00785,PROMO0000,2026-03-13,7.39
TRIP0070984,CUST01687,PROMO0023,2026-11-09,4.46
TRIP0033238,CUST00786,PROMO0001,2024-01-07,5.09
TRIP0013197,CUST00311,PROMO0029,2026-04-23,13.73
TRIP0094953,CUST02244,PROMO0034,2025-09-10,19.57
TRIP0020690,CUST00490,PROMO0027,2024-07-27,16.36
TRIP0071743,CUST01706,PROMO0035,2025-04-15,22.6
TRIP0024389,CUST00578,PROMO0018,2025-08-30,7.88
TRIP0066329,CUST01579,PROMO0035,2026-04-28,17.48
TRIP0090237,CUST02134,PROMO0010,2025-10-19,9.58
TRIP0053423,CUST01257,PROMO0031,2026-10-07,18.48
TRIP0036074,CUST00851,PROMO0013,2027-11-25,3.53
TRIP0087736,CUST02079,PROMO0027,2026-11-23,16.17
TRIP0045859,CUST01082,PROMO0024,2027-10-02,5.94
TRIP0114861,CUST02709,PROMO0001,2026-01-17,7.18
TRIP0102200,CUST02413,PROMO0011,2025-08-26,10.15
TRIP0102977,CUST02430,PROMO0008,2026-12-17,19.72
TRIP0089531,CUST02118,PROMO0004,2026-01-20,15.16
TRIP0025107,CUST00597,PROMO0004,2024-12-04,12.47
TRIP0030170,CUST00712,PROMO0034,2026-12-08,18.07
TRIP0106687,CUST02517,PROMO0038,2025-09-27,9.15
TRIP0049639,CUST01173,PROMO0019,2025-04-03,21.89
TRIP0049137,CUST01161,PROMO0025,2025-07-13,12.49
TRIP0051773,CUST01220,PROMO0030,2027-05-22,7.05
TRIP0045813,CUST01081,PROMO0002,2024-02-05,18.34
TRIP0015541,CUST00364,PROMO0027,2024-06-08,21.33
TRIP0116995,CUST02761,PROMO0006,2025-05-22,23.75
TRIP0030517,CUST00721,PROMO0036,2026-02-20,7.09
TRIP0037988,CUST00894,PROMO0003,2025-08-13,26.41
TRIP0015843,CUST00370,PROMO0008,2024-10-22,10.99
TRIP0033878,CUST00801,PROMO0020,2026-10-31,7.76
TRIP0095926,CUST02266,PROMO0009,2024-11-01,8.54
TRIP0077396,CUST01840,PROMO0004,2026-07-21,13.51
TRIP0001190,CUST00031,PROMO0025,2025-08-16,18.91
TRIP0039062,CUST00921,PROMO0032,2025-01-05,23.1
TRIP0003759,CUST00090,PROMO0033,2024-09-23,16.95
TRIP0060182,CUST01430,PROMO0015,2024-03-30,18.88
TRIP0101821,CUST02405,PROMO0004,2025-06-24,7.58
TRIP0089810,CUST02126,PROMO0002,2025-11-23,18.3
TRIP0038837,CUST00916,PROMO0003,2025-01-07,16.17
TRIP0072099,CUST01716,PROMO0038,2025-03-07,7.81
TRIP0075400,CUST01792,PROMO0020,2027-10-01,7.27
TRIP0089652,CUST02122,PROMO0014,2023-02-20,9.43
TRIP0094139,CUST02222,PROMO0000,2028-03-01,4.4
TRIP0082968,CUST01967,PROMO0039,2024-04-30,17.29
TRIP0121385,CUST02859,PROMO0002,2026-11-25,28.81
TRIP0018095,CUST00426,PROMO0009,2026-04-12,9.74
TRIP0063994,CUST01520,PROMO0013,2026-01-10,3.21
TRIP0085884,CUST02037,PROMO0027,2025-10-05,12.52
TRIP0104444,CUST02463,PROMO0008,2026-01-28,18.7
TRIP0056567,CUST01340,PROMO0017,2026-10-22,18.91
TRIP0070366,CUST01675,PROMO0007,2025-05-08,11.14
TRIP0041012,CUST00967,PROMO0036,2026-02-01,8.44
TRIP0010769,CUST00253,PROMO0010,2026-04-24,10.2
TRIP0123182,CUST02897,PROMO0019,2026-09-04,21.37
TRIP0035147,CUST00831,PROMO0000,2027-07-20,7.36
TRIP0118314,CUST02790,PROMO0038,2027-09-16,10.37
TRIP0044479,CUST01051,PROMO0020,2027-02-22,6.79
TRIP0121461,CUST02860,PROMO0019,2025-07-20,16.98
TRIP0119677,CUST02820,PROMO0021,2026-04-10,10.87
TRIP0029327,CUST00693,PROMO0032,2024-05-30,16.38
TRIP0101448,CUST02393,PROMO0010,2023-06-16,8.71
TRIP0117669,CUST02775,PROMO0005,2027-05-14,11.61
TRIP0085434,CUST02026,PROMO0034,2024-11-21,10.69
TRIP0105156,CUST02479,PROMO0025,2026-09-08,17.63
TRIP0030569,CUST00722,PROMO0026,2024-11-20,6.88
TRIP0071568,CUST01701,PROMO0006,2028-01-16,26.91
TRIP0027911,CUST00661,PROMO0020,2026-03-16,7.67
TRIP0105515,CUST02488,PROMO0024,2025-04-08,4.97
TRIP0040030,CUST00946,PROMO0010,2025-11-30,14.86
TRIP0002285,CUST00058,PROMO0036,2025-03-14,11.27
TRIP0077665,CUST01846,PROMO0016,2024-11-01,19.93
TRIP0092863,CUST02194,PROMO0002,2026-04-28,22.29
TRIP0090747,CUST02146,PROMO0019,2026-08-12,19.25
TRIP0109594,CUST02585,PROMO0004,2023-08-11,16.5
TRIP0016257,CUST00383,PROMO0039,2024-05-23,14.08
TRIP0029497,CUST00698,PROMO0018,2025-10-25,11.54
TRIP0053565,CUST01260,PROMO0016,2023-08-17,14.4
TRIP0098430,CUST02322,PROMO0025,2024-06-15,11.2
TRIP0049352,CUST01166,PROMO0001,2026-06-02,5.26
TRIP0053681,CUST01263,PROMO0031,2027-03-08,11.3
TRIP0076690,CUST01822,PROMO0013,2024-02-03,3.08
TRIP0097075,CUST02293,PROMO0013,2026-11-11,5.6
TRIP0076382,CUST01815,PROMO0008,2027-08-09,20.57
TRIP0051770,CUST01220,PROMO0019,2027-10-14,19.97
TRIP0092050,CUST02176,PROMO0027,2025-10-07,23.49
TRIP0103816,CUST02449,PROMO0023,2025-11-08,7.81
TRIP0021316,CUST00506,PROMO0019,2026-01-05,15.05
TRIP0083042,CUST01969,PROMO0010,2025-11-18,11.5
TRIP0084949,CUST02013,PROMO0001,2024-09-25,7.01
TRIP0045115,CUST01066,PROMO0000,2025-01-21,6.23
TRIP0115698,CUST02728,PROMO0011,2026-03-15,10.15
TRIP0094736,CUST02239,PROMO0020,2026-12-07,4.3
TRIP0096850,CUST02288,PROMO0023,2027-02-21,5.6
TRIP0086235,CUST02046,PROMO0031,2024-08-17,18.82
TRIP0052801,CUST01243,PROMO0026,2026-06-29,8.21
TRIP0051203,CUST01209,PROMO0030,2027-04-05,7.48
TRIP0083427,CUST01978,PROMO0004,2023-11-01,9.56
TRIP0116819,CUST02757,PROMO0022,2027-08-31,10.09
TRIP0105952,CUST02501,PROMO0007,2026-09-22,12.4
TRIP0007038,CUST00169,PROMO0031,2025-02-28,22.07
TRIP0033301,CUST00787,PROMO0025,2025-09-13,13.02
TRIP0086444,CUST02051,PROMO0025,2026-05-03,17.54
TRIP0016846,CUST00398,PROMO0031,2026-08-28,17.14
TRIP0030944,CUST00730,PROMO0002,2025-05-20,16.37
TRIP0040012,CUST00946,PROMO0034,2025-12-24,16.96
TRIP0023560,CUST00556,PROMO0029,2025-04-21,22.14
TRIP0043353,CUST01023,PROMO0027,2024-07-22,20.75
TRIP0036385,CUST00857,PROMO0027,2026-02-18,16.27
TRIP0005837,CUST00142,PROMO0027,2025-10-03,11.65
TRIP0043508,CUST01027,PROMO0012,2025-01-11,21.31
TRIP0061620,CUST01463,PROMO0004,2026-05-22,10.15
TRIP0053656,CUST01263,PROMO0013,2025-09-30,5.41
TRIP0005298,CUST00129,PROMO0030,2024-05-14,13.08
TRIP0012020,CUST00281,PROMO0037,2026-04-08,28.2
TRIP0115592,CUST02726,PROMO0039,2025-05-05,15.62
TRIP0103843,CUST02450,PROMO0021,2025-06-15,6.96
TRIP0110199,CUST02600,PROMO0021,2024-07-14,9.99
TRIP0118501,CUST02793,PROMO0009,2026-09-14,6.1
TRIP0122179,CUST02875,PROMO0006,2025-09-20,13.19
TRIP0022414,CUST00529,PROMO0026,2027-04-28,9.99
TRIP0005231,CUST00126,PROMO0039,2024-12-30,11.8
TRIP0111919,CUST02641,PROMO0007,2026-09-21,10.15
TRIP0040597,CUST00958,PROMO0009,2025-03-24,6.65
TRIP0096673,CUST02283,PROMO0017,2026-03-10,19.73
TRIP0041245,CUST00973,PROMO0028,2026-01-21,9.61
TRIP0118780,CUST02801,PROMO0008,2026-02-03,13.61
TRIP0081499,CUST01931,PROMO0013,2025-01-30,3.01
TRIP0019610,CUST00461,PROMO0031,2026-09-26,20.52
TRIP0063599,CUST01510,PROMO0004,2023-10-03,14.34
TRIP0062691,CUST01488,PROMO0004,2026-10-29,14.34
TRIP0025164,CUST00599,PROMO0002,2024-10-23,31.97
TRIP0092712,CUST02192,PROMO0020,2025-02-18,6.66
TRIP0127532,CUST02997,PROMO0035,2024-06-10,25.25
TRIP0088476,CUST02096,PROMO0037,2025-08-25,15.99
TRIP0035373,CUST00836,PROMO0002,2027-03-04,28.57
TRIP0039660,CUST00937,PROMO0021,2024-05-28,10.56
TRIP0024854,CUST00590,PROMO0016,2027-10-17,23.74
TRIP0124528,CUST02928,PROMO0039,2025-10-13,23.35
TRIP0060167,CUST01429,PROMO0005,2025-02-27,18.5
TRIP0086267,CUST02047,PROMO0037,2027-06-08,28.18
